state,lag_year2,lag_year,seismicity_dummy,p_obj_dummy,GEOID,STATEFP,CountyMatch,CountyClean,id,small_tree_node,large_tree_node,contrib,sub_date,county,zone,soil,above_stories,below_stories,area,age,model,historic,base_year,c_total,source,scope,add_space,p_obj,rehab1,rehab2,rehab3,rehab4,rehab5,rehab6,asbestos,disabled,sys_imp,repair,occup_cond,structure,ext_falling,selected_ints,all_ints,c_struct,uncert_areas,uncert_total,uncert_struct,c_relocation,c_a_e_fees,c_proj_mgr,duration,c_repair,c_asbestos,c_disabled,c_sys_imp,c_nonstruct,plan,base_x,base_y,floor_x,floor_y,story_h,total_h,roofframe,floorframe,diaphragm,cladding,settling,condition_type,column_type,bearing_walls,foundations,long_lateral,tran_lateral,cost_per_sf,timefactor,statefactor,totalfactor,f_c_total,f_c_struct,f_c_relocation,f_c_a_e_fees,f_c_proj_mgr,f_c_repair,f_c_asbestos,f_c_disabled,f_c_sys_imp,f_c_nonstruct,qualityfactor,code_used,special,rehab,stories,bldg_age_now,bldg_age,lnage,age0,bldg_group,bldg_group_dummy,model_dummy,seismicity,zone_dummy,s_p,s_p_dummy,historic_dummy,area_group,IsCity,COUNTYNAME,COUNTYFP,wmean_haz_pga050,mean_haz_pga050,med_haz_pga050,max_haz_pga050,min_haz_pga050,wmean_haz_pga250,mean_haz_pga250,med_haz_pga250,max_haz_pga250,min_haz_pga250,wmean_haz_5hz050,mean_haz_5hz050,med_haz_5hz050,max_haz_5hz050,min_haz_5hz050,wmean_haz_5hz250,mean_haz_5hz250,med_haz_5hz250,max_haz_5hz250,min_haz_5hz250,wmean_haz_1hz050,mean_haz_1hz050,med_haz_1hz050,max_haz_1hz050,min_haz_1hz050,wmean_haz_1hz250,mean_haz_1hz250,med_haz_1hz250,max_haz_1hz250,min_haz_1hz250,state_haz_pga050,state_pop_pga050,state_area_pga050,state_haz_pga250,state_pop_pga250,state_area_pga250,state_haz_5hz050,state_pop_5hz050,state_area_5hz050,state_haz_5hz250,state_pop_5hz250,state_area_5hz250,state_haz_1hz050,state_pop_1hz050,state_area_1hz050,state_haz_1hz250,state_pop_1hz250,state_area_1hz250,county_haz_pga050,county_pop_pga050,county_area_pga050,county_haz_pga250,county_pop_pga250,county_area_pga250,county_haz_5hz050,county_pop_5hz050,county_area_5hz050,county_haz_5hz250,county_pop_5hz250,county_area_5hz250,county_haz_1hz050,county_pop_1hz050,county_area_1hz050,county_haz_1hz250,county_pop_1hz250,county_area_1hz250,zone_pga050,seismicity_pga050,c_ca1993,c_bci1993,c_bci2016,c_bciCA16,c_cci1993,c_cci2016,bci2016,avg_c,lag_c,lag_c2,lag_c12,height_dummy,age_dummy,p_obj2,state_name,HazusRegion,fips,CensusRegion,CensusRegionNumber,CensusDivision,fold_id,ytrue,ystruct,ytotal,logy,logys,logyt,ylevel,ystruct16,ystruct19,sp_dummy,bp_dummy,bs_dummy
CA,1991,1992,VH,LS,06037,06,LOSANGELES,LOSANGELES,753,7,11,SANTAMONICABandS,1993-07-01,LOSANGELES,7,S3,1,0,5500,1927,URM,N,1993,100000,AC,MIN,,LS,SW,EF,SD,PB,WT,,N,N,N,N,TR,I,I,OK,OK,100000,G,F,F,,,,5,0,0,0,0,0,L,70,50,70,50,16,18,W,,W,N,N,F,,URM,SF,SW,SW,18.18,1,1,1,100000,100000,0,0,0,0,0,0,0,0,8,UCBC (2/3 CURRENT UBC LAT FOR),,,1,90,66,4.189654742026425,0,1,1,URM,VH,7,4,4,N,Small,0,Los Angeles County,037,46.666666666666664,46.666666666666664,60,80,10,66.66666666666667,66.66666666666667,50,160,20,98.46153846153847,98.46153846153847,80,200,20,191.76470588235293,191.76470588235293,160,320,40,24.285714285714285,24.285714285714285,20,60,6,65.15789473684211,65.15789473684211,60,120,14,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,36.61228905933774,10582431,12304891356.259628,72.64368139591092,10879291,12304891051.369976,79.05632692003883,10450729,12304891149.481728,160.81564212760642,10482465,12304891102.386234,24.731621020350556,10993526,12304891175.311916,54.01689078899825,11030840,12304891713.410877,6,H,100000,88606.67773757223,166950.83305360322,338123499.99999994,80427.36104861223,159588.87879473192,1.669508330536032,2.4096782927681675,2.4430309406603214,2.54109846405621,4.984129404716532,Low Rise,Pre-1950,LS,California,West,06,West,4,Pacific,1,18.181818181818183,18.181818181818183,18.181818181818183,2.900422093749666,2.900422093749666,2.900422093749666,100000,30.35469691883695,32.9949371645675,H:LS,1:LS,1:H
CA,1991,1992,VH,LS,06037,06,LOSANGELES,LOSANGELES,754,7,12,SANTAMONICABandS,1993-07-01,LOSANGELES,7,S3,3,0,7900,1926,URM,N,1993,50000,AC,MIN,,LS,EF,SD,WT,,,,N,N,N,N,TR,I,I,OK,OK,50000,G,F,F,,,,5,0,0,0,0,0,,75,65,75,65,14,,TT,TT,W,N,N,F,,URM,SF,SW,SW,6.33,1,1,1,50000,50000,0,0,0,0,0,0,0,0,8,UCBC (2/3 CURRENT UBC LAT FOR),,,3,91,67,4.204692619390966,0,1,1,URM,VH,7,4,4,N,Small,0,Los Angeles County,037,46.666666666666664,46.666666666666664,60,80,10,66.66666666666667,66.66666666666667,50,160,20,98.46153846153847,98.46153846153847,80,200,20,191.76470588235293,191.76470588235293,160,320,40,24.285714285714285,24.285714285714285,20,60,6,65.15789473684211,65.15789473684211,60,120,14,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,36.61228905933774,10582431,12304891356.259628,72.64368139591092,10879291,12304891051.369976,79.05632692003883,10450729,12304891149.481728,160.81564212760642,10482465,12304891102.386234,24.731621020350556,10993526,12304891175.311916,54.01689078899825,11030840,12304891713.410877,6,H,50000,44303.338868786115,83475.41652680161,169061749.99999997,40213.68052430612,79794.43939736596,1.669508330536032,2.4096782927681675,2.4430309406603214,2.54109846405621,4.984129404716532,Low Rise,Pre-1950,LS,California,West,06,West,4,Pacific,1,6.329113924050633,6.329113924050633,6.329113924050633,1.8451602459551701,1.8451602459551701,1.8451602459551701,50000,10.566508421114127,11.485579392729193,H:LS,1:LS,1:H
CA,1991,1992,VH,LS,06037,06,LOSANGELES,LOSANGELES,755,7,36,SANTAMONICABandS,1993-07-01,LOSANGELES,7,S3,1,0,2800,1932,URM,N,1993,25000,AC,MIN,,LS,EF,SD,PB,WT,,,N,N,N,N,IP,I,I,OK,OK,25000,G,F,F,,,,3,0,0,0,0,0,R,60,47,60,47,,,W,,W,N,N,F,,URM,SF,SW,SW,8.93,1,1,1,25000,25000,0,0,0,0,0,0,0,0,8,UCBC (2/3 CURRENT UBC LAT FOR),,,1,85,61,4.110873864173311,0,1,1,URM,VH,7,4,4,N,Small,0,Los Angeles County,037,46.666666666666664,46.666666666666664,60,80,10,66.66666666666667,66.66666666666667,50,160,20,98.46153846153847,98.46153846153847,80,200,20,191.76470588235293,191.76470588235293,160,320,40,24.285714285714285,24.285714285714285,20,60,6,65.15789473684211,65.15789473684211,60,120,14,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,36.61228905933774,10582431,12304891356.259628,72.64368139591092,10879291,12304891051.369976,79.05632692003883,10450729,12304891149.481728,160.81564212760642,10482465,12304891102.386234,24.731621020350556,10993526,12304891175.311916,54.01689078899825,11030840,12304891713.410877,6,H,25000,22151.669434393058,41737.708263400804,84530874.99999999,20106.84026215306,39897.21969868298,1.669508330536032,2.4096782927681675,2.4430309406603214,2.54109846405621,4.984129404716532,Low Rise,Pre-1950,LS,California,West,06,West,4,Pacific,3,8.928571428571429,8.928571428571429,8.928571428571429,2.1892564076870427,2.1892564076870427,2.1892564076870427,25000,14.906324379786001,16.20287092902868,H:LS,1:LS,1:H
CA,1991,1992,VH,LS,06037,06,LOSANGELES,LOSANGELES,756,7,37,SANTAMONICABandS,1993-07-01,LOSANGELES,7,S3,1,0,6600,1932,URM,N,1993,10000,AC,MIN,,LS,SD,PB,WT,,,,N,N,N,N,IP,I,I,OK,OK,10000,G,F,F,,,,3,0,0,0,0,0,R,95,70,95,70,,,W,,W,N,N,F,,URM,SF,SW,SW,1.52,1,1,1,10000,10000,0,0,0,0,0,0,0,0,8,UCBC (2/3 CURRENT UBC LAT FOR),,,1,85,61,4.110873864173311,0,1,1,URM,VH,7,4,4,N,Small,0,Los Angeles County,037,46.666666666666664,46.666666666666664,60,80,10,66.66666666666667,66.66666666666667,50,160,20,98.46153846153847,98.46153846153847,80,200,20,191.76470588235293,191.76470588235293,160,320,40,24.285714285714285,24.285714285714285,20,60,6,65.15789473684211,65.15789473684211,60,120,14,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,36.61228905933774,10582431,12304891356.259628,72.64368139591092,10879291,12304891051.369976,79.05632692003883,10450729,12304891149.481728,160.81564212760642,10482465,12304891102.386234,24.731621020350556,10993526,12304891175.311916,54.01689078899825,11030840,12304891713.410877,6,H,10000,8860.667773757223,16695.08330536032,33812350,8042.736104861224,15958.887879473192,1.669508330536032,2.4096782927681675,2.4430309406603214,2.54109846405621,4.984129404716532,Low Rise,Pre-1950,LS,California,West,06,West,4,Pacific,8,1.5151515151515151,1.5151515151515151,1.5151515151515151,0.4155154439616658,0.4155154439616658,0.4155154439616658,10000,2.5295580765697454,2.749578097047291,H:LS,1:LS,1:H
CA,1991,1992,VH,LS,06037,06,LOSANGELES,LOSANGELES,757,7,11,SANTAMONICABandS,1993-07-01,LOSANGELES,7,S3,1,0,2100,1926,URM,N,1993,18000,AC,MIN,,LS,SD,PB,WT,,,,N,N,N,N,V,I,I,OK,OK,18000,G,F,F,,,,2,0,0,0,0,0,R,42,50,42,50,14,16,W,,W,N,N,F,W,URM,SF,SW,SW,8.57,1,1,1,18000,18000,0,0,0,0,0,0,0,0,8,UCBC (2/3 CURRENT UBC LAT FOR),,,1,91,67,4.204692619390966,0,1,1,URM,VH,7,4,4,N,Small,0,Los Angeles County,037,46.666666666666664,46.666666666666664,60,80,10,66.66666666666667,66.66666666666667,50,160,20,98.46153846153847,98.46153846153847,80,200,20,191.76470588235293,191.76470588235293,160,320,40,24.285714285714285,24.285714285714285,20,60,6,65.15789473684211,65.15789473684211,60,120,14,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,36.61228905933774,10582431,12304891356.259628,72.64368139591092,10879291,12304891051.369976,79.05632692003883,10450729,12304891149.481728,160.81564212760642,10482465,12304891102.386234,24.731621020350556,10993526,12304891175.311916,54.01689078899825,11030840,12304891713.410877,6,H,18000,15949.201992763,30051.149949648578,60862229.99999999,14476.924988750203,28725.998183051746,1.669508330536032,2.4096782927681675,2.4430309406603214,2.54109846405621,4.984129404716532,Low Rise,Pre-1950,LS,California,West,06,West,4,Pacific,9,8.571428571428571,8.571428571428571,8.571428571428571,2.1484344131667874,2.1484344131667874,2.1484344131667874,18000,14.310071404594561,15.554756091867533,H:LS,1:LS,1:H
CA,1991,1992,VH,LS,06037,06,LOSANGELES,LOSANGELES,758,7,11,SANTAMONICABandS,1993-07-01,LOSANGELES,7,S3,2,0,6200,1928,URM,N,1993,50000,AC,MIN,,LS,EF,SD,PB,WT,,,N,N,N,N,TR,I,I,OK,OK,50000,G,F,F,,,,8,0,0,0,0,0,R,78,40,78,40,30,32,W,W,W,N,N,F,W,URM,SF,SW,SW,8.06,1,1,1,50000,50000,0,0,0,0,0,0,0,0,8,UCBC (2/3 CURRENT UBC LAT FOR),,,2,89,65,4.174387269895637,0,1,1,URM,VH,7,4,4,N,Small,0,Los Angeles County,037,46.666666666666664,46.666666666666664,60,80,10,66.66666666666667,66.66666666666667,50,160,20,98.46153846153847,98.46153846153847,80,200,20,191.76470588235293,191.76470588235293,160,320,40,24.285714285714285,24.285714285714285,20,60,6,65.15789473684211,65.15789473684211,60,120,14,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,36.61228905933774,10582431,12304891356.259628,72.64368139591092,10879291,12304891051.369976,79.05632692003883,10450729,12304891149.481728,160.81564212760642,10482465,12304891102.386234,24.731621020350556,10993526,12304891175.311916,54.01689078899825,11030840,12304891713.410877,6,H,50000,44303.338868786115,83475.41652680161,169061749.99999997,40213.68052430612,79794.43939736596,1.669508330536032,2.4096782927681675,2.4430309406603214,2.54109846405621,4.984129404716532,Low Rise,Pre-1950,LS,California,West,06,West,4,Pacific,5,8.064516129032258,8.064516129032258,8.064516129032258,2.0874737133771,2.0874737133771,2.0874737133771,50000,13.463776859161548,14.634851161703326,H:LS,1:LS,1:H
CA,1991,1992,VH,LS,06037,06,LOSANGELES,LOSANGELES,759,7,37,SANTAMONICABandS,1993-07-01,LOSANGELES,7,S3,4,1,30500,1929,URM,N,1993,90000,AC,MIN,,LS,SD,PB,WT,,,,N,N,N,N,IP,I,I,OK,OK,90000,G,F,F,,,,5,0,0,0,0,0,R,130,75,130,75,10,52,W,W,W,N,N,F,,URM,SF,SW,SW,2.95,1,1,1,90000,90000,0,0,0,0,0,0,0,0,8,UCBC (2/3 CURRENT UBC LAT FOR),,,5,88,64,4.1588830833596715,0,1,1,URM,VH,7,4,4,N,Medium,0,Los Angeles County,037,46.666666666666664,46.666666666666664,60,80,10,66.66666666666667,66.66666666666667,50,160,20,98.46153846153847,98.46153846153847,80,200,20,191.76470588235293,191.76470588235293,160,320,40,24.285714285714285,24.285714285714285,20,60,6,65.15789473684211,65.15789473684211,60,120,14,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,36.61228905933774,10582431,12304891356.259628,72.64368139591092,10879291,12304891051.369976,79.05632692003883,10450729,12304891149.481728,160.81564212760642,10482465,12304891102.386234,24.731621020350556,10993526,12304891175.311916,54.01689078899825,11030840,12304891713.410877,6,H,90000,79746.009963815,150255.7497482429,304311150,72384.62494375101,143629.99091525874,1.669508330536032,2.4096782927681675,2.4430309406603214,2.54109846405621,4.984129404716532,Mid Rise,Pre-1950,LS,California,West,06,West,4,Pacific,1,2.9508196721311477,2.9508196721311477,2.9508196721311477,1.0820829867168993,1.0820829867168993,1.0820829867168993,90000,4.926418024532554,5.354916031626528,H:LS,1:LS,1:H
CA,1991,1992,VH,LS,06037,06,LOSANGELES,LOSANGELES,760,7,12,SANTAMONICABandS,1993-07-01,LOSANGELES,7,S3,2,0,12100,1923,URM,N,1993,50000,AC,MIN,,LS,SW,EF,SD,PB,WT,,N,N,N,N,TR,I,I,OK,OK,50000,G,F,F,,,,7,0,0,0,0,0,R,96,60,96,60,,30,W,W,W,N,N,F,,URM,SF,SW,SW,4.13,1,1,1,50000,50000,0,0,0,0,0,0,0,0,8,UCBC (2/3 CURRENT UBC LAT FOR),,,2,94,70,4.248495242049359,0,1,1,URM,VH,7,4,4,N,Medium,0,Los Angeles County,037,46.666666666666664,46.666666666666664,60,80,10,66.66666666666667,66.66666666666667,50,160,20,98.46153846153847,98.46153846153847,80,200,20,191.76470588235293,191.76470588235293,160,320,40,24.285714285714285,24.285714285714285,20,60,6,65.15789473684211,65.15789473684211,60,120,14,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,36.61228905933774,10582431,12304891356.259628,72.64368139591092,10879291,12304891051.369976,79.05632692003883,10450729,12304891149.481728,160.81564212760642,10482465,12304891102.386234,24.731621020350556,10993526,12304891175.311916,54.01689078899825,11030840,12304891713.410877,6,H,50000,44303.338868786115,83475.41652680161,169061749.99999997,40213.68052430612,79794.43939736596,1.669508330536032,2.4096782927681675,2.4430309406603214,2.54109846405621,4.984129404716532,Low Rise,Pre-1950,LS,California,West,06,West,4,Pacific,2,4.132231404958677,4.132231404958677,4.132231404958677,1.4188175528254505,1.4188175528254505,1.4188175528254505,50000,6.898794754281123,7.498849355583522,H:LS,1:LS,1:H
CA,1991,1992,VH,LS,06037,06,LOSANGELES,LOSANGELES,761,7,37,SANTAMONICABandS,1993-07-01,LOSANGELES,7,S3,3,0,11100,1927,URM,N,1993,45000,AC,MIN,,LS,EF,PB,WT,,,,N,N,N,N,IP,I,I,OK,OK,45000,G,F,F,,,,5,0,0,0,0,0,OT,95,50,95,50,15,42,W,W,W,PC,N,F,S,URM,SF,SW,SW,4.05,1,1,1,45000,45000,0,0,0,0,0,0,0,0,8,UCBC (2/3 CURRENT UBC LAT FOR),,,3,90,66,4.189654742026425,0,1,1,URM,VH,7,4,4,N,Medium,0,Los Angeles County,037,46.666666666666664,46.666666666666664,60,80,10,66.66666666666667,66.66666666666667,50,160,20,98.46153846153847,98.46153846153847,80,200,20,191.76470588235293,191.76470588235293,160,320,40,24.285714285714285,24.285714285714285,20,60,6,65.15789473684211,65.15789473684211,60,120,14,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,36.61228905933774,10582431,12304891356.259628,72.64368139591092,10879291,12304891051.369976,79.05632692003883,10450729,12304891149.481728,160.81564212760642,10482465,12304891102.386234,24.731621020350556,10993526,12304891175.311916,54.01689078899825,11030840,12304891713.410877,6,H,45000,39873.0049819075,75127.87487412145,152155575,36192.312471875506,71814.99545762937,1.669508330536032,2.4096782927681675,2.4430309406603214,2.54109846405621,4.984129404716532,Low Rise,Pre-1950,LS,California,West,06,West,4,Pacific,10,4.054054054054054,4.054054054054054,4.054054054054054,1.3997173814520314,1.3997173814520314,1.3997173814520314,45000,6.768277015686617,7.35697923264005,H:LS,1:LS,1:H
CA,1991,1992,VH,LS,06037,06,LOSANGELES,LOSANGELES,762,7,36,SANTAMONICABandS,1993-07-01,LOSANGELES,7,S3,2,0,3000,1923,URM,N,1993,35000,AC,MIN,,LS,EF,SD,PB,WT,,,N,N,N,N,IP,I,I,OK,OK,35000,G,F,F,,,,3,0,0,0,0,0,OT,80,30,80,30,16,26,W,W,W,N,N,F,,URM,SF,SW,SW,11.67,1,1,1,35000,35000,0,0,0,0,0,0,0,0,8,UCBC (2/3 CURRENT UBC LAT FOR),,,2,94,70,4.248495242049359,0,1,1,URM,VH,7,4,4,N,Small,0,Los Angeles County,037,46.666666666666664,46.666666666666664,60,80,10,66.66666666666667,66.66666666666667,50,160,20,98.46153846153847,98.46153846153847,80,200,20,191.76470588235293,191.76470588235293,160,320,40,24.285714285714285,24.285714285714285,20,60,6,65.15789473684211,65.15789473684211,60,120,14,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,36.61228905933774,10582431,12304891356.259628,72.64368139591092,10879291,12304891051.369976,79.05632692003883,10450729,12304891149.481728,160.81564212760642,10482465,12304891102.386234,24.731621020350556,10993526,12304891175.311916,54.01689078899825,11030840,12304891713.410877,6,H,35000,31012.33720815028,58432.791568761124,118343224.99999999,28149.57636701428,55856.10757815617,1.669508330536032,2.4096782927681675,2.4430309406603214,2.54109846405621,4.984129404716532,Low Rise,Pre-1950,LS,California,West,06,West,4,Pacific,2,11.666666666666666,11.666666666666666,11.666666666666666,2.456735772821304,2.456735772821304,2.456735772821304,35000,19.47759718958704,21.17175134726414,H:LS,1:LS,1:H
CA,1991,1992,VH,LS,06037,06,LOSANGELES,LOSANGELES,763,4,36,SANTAMONICABandS,1993-07-01,LOSANGELES,7,S3,1,0,1000,1920,URM,N,1993,20000,AC,MIN,,LS,EF,SD,PB,WT,,,N,N,N,N,IP,I,I,OK,OK,20000,G,F,F,,,,2,0,0,0,0,0,R,35,30,35,30,10,12,W,,W,N,N,F,W,URM,SF,SW,SW,20,1,1,1,20000,20000,0,0,0,0,0,0,0,0,8,UCBC (2/3 CURRENT UBC LAT FOR),,,1,97,73,4.290459441148391,0,1,1,URM,VH,7,4,4,N,Small,0,Los Angeles County,037,46.666666666666664,46.666666666666664,60,80,10,66.66666666666667,66.66666666666667,50,160,20,98.46153846153847,98.46153846153847,80,200,20,191.76470588235293,191.76470588235293,160,320,40,24.285714285714285,24.285714285714285,20,60,6,65.15789473684211,65.15789473684211,60,120,14,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,36.61228905933774,10582431,12304891356.259628,72.64368139591092,10879291,12304891051.369976,79.05632692003883,10450729,12304891149.481728,160.81564212760642,10482465,12304891102.386234,24.731621020350556,10993526,12304891175.311916,54.01689078899825,11030840,12304891713.410877,6,H,20000,17721.335547514445,33390.16661072064,67624700,16085.472209722448,31917.775758946384,1.669508330536032,2.4096782927681675,2.4430309406603214,2.54109846405621,4.984129404716532,Low Rise,Pre-1950,LS,California,West,06,West,4,Pacific,3,20,20,20,2.995732273553991,2.995732273553991,2.995732273553991,20000,33.39016661072064,36.29443088102425,H:LS,1:LS,1:H
CA,1991,1992,VH,LS,06037,06,LOSANGELES,LOSANGELES,764,7,23,CSU,1993-08-13,LOSANGELES,7,,8,0,71760,1963,C2,N,1993,730000,S,MIN,,LS,SW,EF,PB,,,,N,N,N,N,TR,I,I,NE,NE,730000,F,P,P,,60000,,,,,,,,R,230,39,230,39,,,S,S,C,N,N,G,C,C,,SW,SW,10.17,1,1,1,730000,730000,0,60000,0,0,0,0,0,0,7,GUIDELINES-CSU RETROFIT PROG,,,8,54,30,3.4011973816621555,0,8,8,C2,VH,7,4,4,N,Large,0,Los Angeles County,037,46.666666666666664,46.666666666666664,60,80,10,66.66666666666667,66.66666666666667,50,160,20,98.46153846153847,98.46153846153847,80,200,20,191.76470588235293,191.76470588235293,160,320,40,24.285714285714285,24.285714285714285,20,60,6,65.15789473684211,65.15789473684211,60,120,14,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,36.61228905933774,10582431,12304891356.259628,72.64368139591092,10879291,12304891051.369976,79.05632692003883,10450729,12304891149.481728,160.81564212760642,10482465,12304891102.386234,24.731621020350556,10993526,12304891175.311916,54.01689078899825,11030840,12304891713.410877,6,H,730000,646828.7474842772,1218741.0812913035,2468301549.9999995,587119.7356548693,1164998.815201543,1.669508330536032,2.4096782927681675,2.4430309406603214,2.54109846405621,4.984129404716532,High Rise,1950-1970,LS,California,West,06,West,4,Pacific,3,10.172798216276478,10.172798216276478,10.172798216276478,2.319717316391896,2.319717316391896,2.319717316391896,730000,16.983571366935667,18.46079608636267,H:LS,8:LS,8:H
CA,1991,1992,VH,LS,06037,06,LOSANGELES,LOSANGELES,765,7,23,CSU,1993-08-13,LOSANGELES,7,,4,0,87360,1957,C2,N,1993,1200000,S,MIN,,LS,SW,EF,,,,,N,N,N,N,TR,I,OK,NE,NE,1200000,F,P,P,,,,,,,,,,R,182,120,182,120,13,,FS,FS,C,N,N,G,C,C,SF,SW,SW,13.74,1,1,1,1200000,1200000,0,0,0,0,0,0,0,0,7,GUIDELINES-CSU RETROFIT PROG,,,4,60,36,3.58351893845611,0,8,8,C2,VH,7,4,4,N,Large,0,Los Angeles County,037,46.666666666666664,46.666666666666664,60,80,10,66.66666666666667,66.66666666666667,50,160,20,98.46153846153847,98.46153846153847,80,200,20,191.76470588235293,191.76470588235293,160,320,40,24.285714285714285,24.285714285714285,20,60,6,65.15789473684211,65.15789473684211,60,120,14,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,36.61228905933774,10582431,12304891356.259628,72.64368139591092,10879291,12304891051.369976,79.05632692003883,10450729,12304891149.481728,160.81564212760642,10482465,12304891102.386234,24.731621020350556,10993526,12304891175.311916,54.01689078899825,11030840,12304891713.410877,6,H,1200000,1063280.1328508668,2003409.9966432385,4057481999.9999995,965128.3325833468,1915066.545536783,1.669508330536032,2.4096782927681675,2.4430309406603214,2.54109846405621,4.984129404716532,Mid Rise,1950-1970,LS,California,West,06,West,4,Pacific,10,13.736263736263735,13.736263736263735,13.736263736263735,2.6200393237794968,2.6200393237794968,2.6200393237794968,1200000,22.932806738132307,24.9274937369672,H:LS,8:LS,8:H
CA,1991,1992,VH,LS,06037,06,LOSANGELES,LOSANGELES,766,7,23,CSU,1993-08-13,LOSANGELES,7,S2,2,0,48920,1969,C2,N,1993,4054120,S,ADD,,LS,EW,SD,SF,PB,,,N,N,Y,N,TR,I,I,I,I,814400,G,P,P,,,,,,,,3239700,,OT,97,87,,,,,C,C,C,N,N,F,,C,SF,SW,SW,16.65,1,1,1,4054120,814400,0,0,0,0,0,0,3239700,0,7,GUIDELINES-CSU RETROFIT PROG,,,2,48,24,3.1780538303479458,0,8,8,C2,VH,7,4,4,N,Medium,0,Los Angeles County,037,46.666666666666664,46.666666666666664,60,80,10,66.66666666666667,66.66666666666667,50,160,20,98.46153846153847,98.46153846153847,80,200,20,191.76470588235293,191.76470588235293,160,320,40,24.285714285714285,24.285714285714285,20,60,6,65.15789473684211,65.15789473684211,60,120,14,34.18723512446855,45132100,423967002108.2162,66.11686940349327,47429860,423967001403.36224,75.32802737994456,45329890,423966994909.0729,150.26934316946497,47422126,423966996209.2671,23.820848584246555,45756721,423967005290.9881,50.305417174539485,48336180,423966993629.4604,36.61228905933774,10582431,12304891356.259628,72.64368139591092,10879291,12304891051.369976,79.05632692003883,10450729,12304891149.481728,160.81564212760642,10482465,12304891102.386234,24.731621020350556,10993526,12304891175.311916,54.01689078899825,11030840,12304891713.410877,6,H,814400,721612.7834947882,1359647.5843885446,2753677783.9999995,655000.4283798981,1299691.8289042967,1.669508330536032,2.4096782927681675,2.4430309406603214,2.54109846405621,4.984129404716532,Low Rise,1950-1970,LS,California,West,06,West,4,Pacific,1,16.647587898609977,16.647587898609977,82.87244480784955,2.812265334977287,2.812265334977287,4.417302616149563,814400,27.793286680060195,30.210736416093773,H:LS,8:LS,8:H
